userID,days,place 1,place 2,place 3,place 4,place 5,place 6,place 7,place 8,place 9,place 10,gender,children,with,season,budget
606,9,Guliakhali Sea Beach,Khoiyachora Waterfall,Napittachora Waterfalls,,,,,,,,Male,Yes,Friends,Autumn,10485.0
607,8,Napittachora Waterfalls,Naval Beach,Mohamaya Lake,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,,,Male,Yes,Couple,Summer,5395.2
608,8,Chandranath Hill and Temple,Napittachora Waterfalls,Khoiyachora Waterfall,Mohamaya Lake,Abhay Mitra Ghat,Karnaphuli River,Foy's Lake,Guliakhali Sea Beach,Patenga Sea Beach,Bhatiari,Male,No,Friends,Summer,11365.0
609,8,Mohamaya Lake,Patenga Sea Beach,Abhay Mitra Ghat,Bhatiari,Guliakhali Sea Beach,Chittagong Circuit House,Napittachora Waterfalls,,,,Male,No,Solo,Autumn,15178.0
610,4,Khoiyachora Waterfall,Patenga Sea Beach,Guliakhali Sea Beach,Mohamaya Lake,Napittachora Waterfalls,Abhay Mitra Ghat,Naval Beach,Bhatiari,Chittagong Circuit House,,Female,Yes,Couple,Winter,7843.2
611,5,Foy's Lake,,,,,,,,,,Female,No,Friends,Winter,9140.0
612,1,Bashbaria Sea Beach,Bhatiari,Patenga Sea Beach,Napittachora Waterfalls,Khoiyachora Waterfall,Chandranath Hill and Temple,,,,,Male,Yes,Solo,Autumn,15350.0
613,8,Foy's Lake,Abhay Mitra Ghat,Mohamaya Lake,Chittagong Circuit House,Karnaphuli River,Khoiyachora Waterfall,Naval Beach,Chandranath Hill and Temple,,,Male,No,Friends,Autumn,7454.0
614,6,Abhay Mitra Ghat,Khoiyachora Waterfall,Mohamaya Lake,Karnaphuli River,Patenga Sea Beach,Naval Beach,Guliakhali Sea Beach,Bashbaria Sea Beach,,,Female,Yes,Solo,Monsoon,16315.0
615,2,Naval Beach,Khoiyachora Waterfall,Bashbaria Sea Beach,Mohamaya Lake,Guliakhali Sea Beach,Chandranath Hill and Temple,Abhay Mitra Ghat,Karnaphuli River,Napittachora Waterfalls,Patenga Sea Beach,Female,No,Couple,Autumn,20000.0
616,7,Chandranath Hill and Temple,Bhatiari,Naval Beach,Khoiyachora Waterfall,Abhay Mitra Ghat,Napittachora Waterfalls,Karnaphuli River,Bashbaria Sea Beach,Foy's Lake,Patenga Sea Beach,Female,Yes,Solo,Monsoon,3396.0
617,5,Bhatiari,Karnaphuli River,Chandranath Hill and Temple,Patenga Sea Beach,Abhay Mitra Ghat,Mohamaya Lake,,,,,Female,No,Solo,Autumn,3430.0
618,5,Abhay Mitra Ghat,Bhatiari,Guliakhali Sea Beach,Chandranath Hill and Temple,,,,,,,Male,Yes,Friends,Monsoon,4765.0
619,9,Mohamaya Lake,Naval Beach,Guliakhali Sea Beach,,,,,,,,Female,No,Family,Winter,20000.0
620,5,Napittachora Waterfalls,Chittagong Circuit House,Khoiyachora Waterfall,Mohamaya Lake,Patenga Sea Beach,Abhay Mitra Ghat,,,,,Male,Yes,Friends,Autumn,11098.0
621,4,Karnaphuli River,Naval Beach,Mohamaya Lake,Patenga Sea Beach,Napittachora Waterfalls,Chandranath Hill and Temple,Abhay Mitra Ghat,,,,Male,Yes,Family,Summer,12519.0
622,5,Guliakhali Sea Beach,Foy's Lake,Patenga Sea Beach,Karnaphuli River,Mohamaya Lake,Napittachora Waterfalls,Khoiyachora Waterfall,Naval Beach,Bhatiari,Bashbaria Sea Beach,Male,No,Family,Autumn,20000.0
623,6,Chittagong Circuit House,Chandranath Hill and Temple,Khoiyachora Waterfall,Napittachora Waterfalls,,,,,,,Male,No,Family,Monsoon,20000.0
624,9,Patenga Sea Beach,Foy's Lake,Bashbaria Sea Beach,Guliakhali Sea Beach,Khoiyachora Waterfall,,,,,,Male,No,Family,Monsoon,20000.0
625,2,Napittachora Waterfalls,Naval Beach,Karnaphuli River,Mohamaya Lake,Khoiyachora Waterfall,Abhay Mitra Ghat,Chandranath Hill and Temple,Guliakhali Sea Beach,,,Female,Yes,Family,Winter,19072.5
626,6,Patenga Sea Beach,,,,,,,,,,Female,No,Family,Autumn,20000.0
627,5,Bhatiari,Bashbaria Sea Beach,Chittagong Circuit House,Chandranath Hill and Temple,,,,,,,Male,No,Friends,Monsoon,8410.0
628,2,Bashbaria Sea Beach,Abhay Mitra Ghat,Mohamaya Lake,Bhatiari,Patenga Sea Beach,Napittachora Waterfalls,Naval Beach,Guliakhali Sea Beach,Chandranath Hill and Temple,,Female,No,Couple,Winter,19563.6
629,8,Foy's Lake,,,,,,,,,,Female,No,Family,Autumn,16450.5
630,5,Karnaphuli River,Abhay Mitra Ghat,Guliakhali Sea Beach,Naval Beach,Foy's Lake,Napittachora Waterfalls,,,,,Male,No,Friends,Autumn,12000.0
631,4,Napittachora Waterfalls,Naval Beach,Khoiyachora Waterfall,,,,,,,,Male,No,Family,Winter,18745.5
632,10,Mohamaya Lake,Napittachora Waterfalls,Patenga Sea Beach,Naval Beach,Guliakhali Sea Beach,,,,,,Female,No,Friends,Monsoon,4002.0
633,6,Napittachora Waterfalls,Chittagong Circuit House,,,,,,,,,Male,No,Couple,Autumn,18967.2
634,8,Chandranath Hill and Temple,Chittagong Circuit House,Napittachora Waterfalls,,,,,,,,Male,Yes,Friends,Autumn,6861.0
635,8,Naval Beach,Chandranath Hill and Temple,Chittagong Circuit House,Khoiyachora Waterfall,,,,,,,Male,Yes,Solo,Summer,10819.0
636,4,Khoiyachora Waterfall,Naval Beach,Abhay Mitra Ghat,Napittachora Waterfalls,Foy's Lake,Chandranath Hill and Temple,Guliakhali Sea Beach,Chittagong Circuit House,Bashbaria Sea Beach,,Female,Yes,Solo,Autumn,12286.0
637,4,Foy's Lake,Mohamaya Lake,Chandranath Hill and Temple,Napittachora Waterfalls,Chittagong Circuit House,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,Female,No,Couple,Autumn,20000.0
638,5,Foy's Lake,Naval Beach,Karnaphuli River,Chandranath Hill and Temple,,,,,,,Male,Yes,Family,Autumn,12904.5
639,5,Chandranath Hill and Temple,Abhay Mitra Ghat,Bhatiari,Mohamaya Lake,Patenga Sea Beach,Foy's Lake,Khoiyachora Waterfall,,,,Male,Yes,Family,Summer,16941.0
640,3,Guliakhali Sea Beach,Abhay Mitra Ghat,Bhatiari,Khoiyachora Waterfall,Mohamaya Lake,Naval Beach,Chittagong Circuit House,Napittachora Waterfalls,,,Female,Yes,Couple,Monsoon,20000.0
641,9,Patenga Sea Beach,Khoiyachora Waterfall,Bhatiari,Chittagong Circuit House,Foy's Lake,Guliakhali Sea Beach,Abhay Mitra Ghat,Mohamaya Lake,,,Male,No,Solo,Autumn,6816.0
642,1,Chittagong Circuit House,Naval Beach,Foy's Lake,,,,,,,,Female,No,Family,Autumn,17080.5
643,4,Naval Beach,Bashbaria Sea Beach,Foy's Lake,Bhatiari,Chandranath Hill and Temple,Khoiyachora Waterfall,Mohamaya Lake,Patenga Sea Beach,,,Female,No,Friends,Monsoon,19857.0
644,1,Foy's Lake,Karnaphuli River,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,,,,Male,No,Family,Autumn,20000.0
645,8,Khoiyachora Waterfall,Napittachora Waterfalls,Abhay Mitra Ghat,Guliakhali Sea Beach,Chandranath Hill and Temple,Patenga Sea Beach,Bhatiari,,,,Male,Yes,Couple,Autumn,11485.199999999999
646,2,Mohamaya Lake,Khoiyachora Waterfall,Abhay Mitra Ghat,Foy's Lake,Bashbaria Sea Beach,Karnaphuli River,Bhatiari,Guliakhali Sea Beach,Chittagong Circuit House,,Male,No,Solo,Winter,10398.0
647,9,Mohamaya Lake,Napittachora Waterfalls,Chandranath Hill and Temple,Bhatiari,Chittagong Circuit House,Foy's Lake,Patenga Sea Beach,Karnaphuli River,Naval Beach,,Female,Yes,Solo,Monsoon,11844.0
648,9,Chandranath Hill and Temple,Patenga Sea Beach,Abhay Mitra Ghat,Guliakhali Sea Beach,Bhatiari,Karnaphuli River,Naval Beach,Foy's Lake,Mohamaya Lake,Khoiyachora Waterfall,Male,Yes,Family,Summer,10900.5
649,10,Khoiyachora Waterfall,Karnaphuli River,Patenga Sea Beach,Naval Beach,Mohamaya Lake,Chandranath Hill and Temple,Foy's Lake,Bhatiari,Guliakhali Sea Beach,Napittachora Waterfalls,Male,Yes,Couple,Autumn,17020.8
650,6,Khoiyachora Waterfall,Napittachora Waterfalls,Mohamaya Lake,Bhatiari,Naval Beach,Karnaphuli River,Guliakhali Sea Beach,,,,Female,No,Friends,Autumn,15200.0
651,3,Napittachora Waterfalls,Khoiyachora Waterfall,Mohamaya Lake,Naval Beach,Bashbaria Sea Beach,Abhay Mitra Ghat,Patenga Sea Beach,,,,Female,Yes,Couple,Summer,10172.4
652,2,Patenga Sea Beach,Mohamaya Lake,Foy's Lake,Naval Beach,Chandranath Hill and Temple,Karnaphuli River,Napittachora Waterfalls,Abhay Mitra Ghat,,,Female,Yes,Solo,Winter,10767.0
653,10,Napittachora Waterfalls,Guliakhali Sea Beach,Chandranath Hill and Temple,,,,,,,,Male,No,Couple,Summer,4596.0
654,3,Patenga Sea Beach,Khoiyachora Waterfall,Bhatiari,Mohamaya Lake,Karnaphuli River,Napittachora Waterfalls,Chittagong Circuit House,Bashbaria Sea Beach,Chandranath Hill and Temple,Naval Beach,Male,No,Friends,Winter,10232.0
655,3,Foy's Lake,Khoiyachora Waterfall,Bhatiari,Karnaphuli River,Guliakhali Sea Beach,,,,,,Female,Yes,Solo,Autumn,13044.0
656,8,Karnaphuli River,Patenga Sea Beach,Mohamaya Lake,Bashbaria Sea Beach,,,,,,,Female,No,Couple,Autumn,13530.0
657,9,Patenga Sea Beach,Khoiyachora Waterfall,Chandranath Hill and Temple,,,,,,,,Male,Yes,Friends,Summer,7913.0
658,10,Khoiyachora Waterfall,Bhatiari,Bashbaria Sea Beach,Naval Beach,Chittagong Circuit House,Napittachora Waterfalls,Abhay Mitra Ghat,Karnaphuli River,,,Female,No,Solo,Winter,9330.0
659,8,Khoiyachora Waterfall,Naval Beach,Bhatiari,Bashbaria Sea Beach,Chandranath Hill and Temple,Chittagong Circuit House,,,,,Male,No,Friends,Winter,3960.0
660,8,Chandranath Hill and Temple,Khoiyachora Waterfall,Bashbaria Sea Beach,Foy's Lake,,,,,,,Male,Yes,Family,Autumn,20000.0
661,9,Bhatiari,Patenga Sea Beach,Khoiyachora Waterfall,Bashbaria Sea Beach,Guliakhali Sea Beach,Napittachora Waterfalls,Mohamaya Lake,Chittagong Circuit House,Karnaphuli River,Foy's Lake,Male,No,Solo,Autumn,19444.0
662,1,Bhatiari,Karnaphuli River,Bashbaria Sea Beach,Chandranath Hill and Temple,Chittagong Circuit House,Foy's Lake,Mohamaya Lake,Patenga Sea Beach,Guliakhali Sea Beach,Khoiyachora Waterfall,Male,No,Family,Winter,17133.0
663,2,Karnaphuli River,Naval Beach,Chittagong Circuit House,Abhay Mitra Ghat,Foy's Lake,Chandranath Hill and Temple,Patenga Sea Beach,Napittachora Waterfalls,,,Female,Yes,Friends,Autumn,4567.0
664,4,Bashbaria Sea Beach,Chittagong Circuit House,Guliakhali Sea Beach,Bhatiari,Naval Beach,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,Male,Yes,Family,Winter,8529.0
665,9,Khoiyachora Waterfall,Bashbaria Sea Beach,Chittagong Circuit House,Foy's Lake,Karnaphuli River,Napittachora Waterfalls,Patenga Sea Beach,Chandranath Hill and Temple,,,Male,No,Friends,Autumn,19080.0
666,6,Abhay Mitra Ghat,Chittagong Circuit House,Mohamaya Lake,Patenga Sea Beach,Bashbaria Sea Beach,Khoiyachora Waterfall,,,,,Female,Yes,Friends,Winter,13019.0
667,6,Mohamaya Lake,Guliakhali Sea Beach,Bhatiari,Naval Beach,,,,,,,Female,Yes,Couple,Autumn,18799.2
668,4,Bashbaria Sea Beach,Naval Beach,Bhatiari,Abhay Mitra Ghat,Khoiyachora Waterfall,Patenga Sea Beach,,,,,Female,Yes,Friends,Summer,5100.0
669,4,Guliakhali Sea Beach,Bashbaria Sea Beach,Khoiyachora Waterfall,Chandranath Hill and Temple,Patenga Sea Beach,,,,,,Female,Yes,Couple,Summer,18468.0
670,1,Foy's Lake,Bashbaria Sea Beach,Bhatiari,Patenga Sea Beach,Guliakhali Sea Beach,Naval Beach,Khoiyachora Waterfall,Napittachora Waterfalls,,,Male,Yes,Solo,Winter,4564.0
671,1,Napittachora Waterfalls,Khoiyachora Waterfall,,,,,,,,,Male,Yes,Solo,Winter,15288.0
672,10,Mohamaya Lake,Patenga Sea Beach,,,,,,,,,Male,Yes,Couple,Winter,11586.0
673,1,Karnaphuli River,Khoiyachora Waterfall,Bhatiari,Mohamaya Lake,Foy's Lake,Guliakhali Sea Beach,Patenga Sea Beach,Chandranath Hill and Temple,Naval Beach,Chittagong Circuit House,Male,No,Solo,Autumn,10241.0
674,3,Guliakhali Sea Beach,Khoiyachora Waterfall,Abhay Mitra Ghat,Bashbaria Sea Beach,,,,,,,Female,No,Family,Winter,20000.0
675,5,Napittachora Waterfalls,Foy's Lake,,,,,,,,,Male,Yes,Solo,Monsoon,15246.0
676,2,Foy's Lake,Guliakhali Sea Beach,Bashbaria Sea Beach,Patenga Sea Beach,Naval Beach,Mohamaya Lake,Abhay Mitra Ghat,,,,Female,No,Couple,Monsoon,4273.2
677,3,Chandranath Hill and Temple,Foy's Lake,Bhatiari,Naval Beach,Mohamaya Lake,Bashbaria Sea Beach,,,,,Female,Yes,Solo,Autumn,6776.0
678,3,Chandranath Hill and Temple,Napittachora Waterfalls,,,,,,,,,Male,Yes,Couple,Monsoon,20000.0
679,3,Mohamaya Lake,Bashbaria Sea Beach,Abhay Mitra Ghat,Naval Beach,Chandranath Hill and Temple,,,,,,Female,No,Family,Autumn,12598.5
680,10,Bashbaria Sea Beach,Foy's Lake,Patenga Sea Beach,Napittachora Waterfalls,Mohamaya Lake,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,Male,No,Friends,Monsoon,14547.0
681,6,Abhay Mitra Ghat,Foy's Lake,Guliakhali Sea Beach,Patenga Sea Beach,,,,,,,Female,No,Friends,Summer,13538.0
682,2,Mohamaya Lake,Khoiyachora Waterfall,Napittachora Waterfalls,,,,,,,,Male,Yes,Family,Monsoon,6439.5
683,3,Chandranath Hill and Temple,Khoiyachora Waterfall,Guliakhali Sea Beach,,,,,,,,Female,Yes,Family,Monsoon,7090.5
684,10,Bashbaria Sea Beach,Khoiyachora Waterfall,Napittachora Waterfalls,,,,,,,,Male,No,Solo,Winter,19338.0
685,5,Guliakhali Sea Beach,Chandranath Hill and Temple,Abhay Mitra Ghat,Chittagong Circuit House,Khoiyachora Waterfall,,,,,,Male,No,Couple,Monsoon,16402.8
686,10,Guliakhali Sea Beach,Abhay Mitra Ghat,Bashbaria Sea Beach,,,,,,,,Female,No,Solo,Monsoon,5874.0
687,9,Naval Beach,Patenga Sea Beach,Bashbaria Sea Beach,Chandranath Hill and Temple,Karnaphuli River,Chittagong Circuit House,Guliakhali Sea Beach,,,,Female,No,Solo,Winter,11781.0
688,6,Mohamaya Lake,Karnaphuli River,Chandranath Hill and Temple,Khoiyachora Waterfall,Abhay Mitra Ghat,,,,,,Male,Yes,Couple,Monsoon,7581.599999999999
689,9,Bashbaria Sea Beach,Patenga Sea Beach,Naval Beach,Mohamaya Lake,Khoiyachora Waterfall,Abhay Mitra Ghat,Napittachora Waterfalls,Bhatiari,Foy's Lake,,Female,Yes,Family,Monsoon,18453.0
690,8,Napittachora Waterfalls,Mohamaya Lake,Abhay Mitra Ghat,Naval Beach,,,,,,,Female,Yes,Couple,Summer,4560.0
691,1,Chandranath Hill and Temple,Napittachora Waterfalls,Karnaphuli River,Foy's Lake,Khoiyachora Waterfall,,,,,,Male,No,Family,Monsoon,18588.0
692,9,Foy's Lake,Bashbaria Sea Beach,Napittachora Waterfalls,Guliakhali Sea Beach,Naval Beach,Mohamaya Lake,Bhatiari,Karnaphuli River,Abhay Mitra Ghat,Patenga Sea Beach,Female,No,Family,Autumn,5964.0
693,6,Chandranath Hill and Temple,Foy's Lake,Bhatiari,Karnaphuli River,Khoiyachora Waterfall,Naval Beach,Patenga Sea Beach,Guliakhali Sea Beach,,,Female,No,Friends,Monsoon,4388.0
694,10,Chittagong Circuit House,Bashbaria Sea Beach,Patenga Sea Beach,,,,,,,,Female,No,Solo,Summer,8800.0
695,2,Foy's Lake,Bashbaria Sea Beach,Patenga Sea Beach,Naval Beach,,,,,,,Female,Yes,Family,Monsoon,20000.0
696,3,Mohamaya Lake,Foy's Lake,Bhatiari,Karnaphuli River,,,,,,,Male,Yes,Solo,Summer,10375.0
697,5,Abhay Mitra Ghat,Karnaphuli River,Foy's Lake,Bhatiari,Napittachora Waterfalls,Mohamaya Lake,Khoiyachora Waterfall,Naval Beach,Guliakhali Sea Beach,,Female,Yes,Solo,Winter,18086.0
698,1,Napittachora Waterfalls,Naval Beach,Mohamaya Lake,Bhatiari,Karnaphuli River,Patenga Sea Beach,Khoiyachora Waterfall,Abhay Mitra Ghat,,,Male,Yes,Solo,Summer,5422.0
699,4,Mohamaya Lake,Naval Beach,Patenga Sea Beach,Abhay Mitra Ghat,Chittagong Circuit House,Napittachora Waterfalls,,,,,Male,No,Friends,Winter,6479.0
700,2,Karnaphuli River,Mohamaya Lake,,,,,,,,,Male,Yes,Solo,Monsoon,17986.0
701,6,Bhatiari,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,,,,,Female,No,Family,Monsoon,6790.5
702,9,Khoiyachora Waterfall,Naval Beach,Guliakhali Sea Beach,,,,,,,,Female,Yes,Couple,Monsoon,5499.599999999999
703,5,Bashbaria Sea Beach,Patenga Sea Beach,Chittagong Circuit House,Foy's Lake,Abhay Mitra Ghat,Guliakhali Sea Beach,,,,,Male,Yes,Couple,Summer,20000.0
704,3,Naval Beach,Patenga Sea Beach,Bashbaria Sea Beach,Karnaphuli River,Foy's Lake,Khoiyachora Waterfall,Bhatiari,Napittachora Waterfalls,Mohamaya Lake,Abhay Mitra Ghat,Female,No,Friends,Summer,4238.0
705,9,Foy's Lake,Karnaphuli River,Mohamaya Lake,Naval Beach,Guliakhali Sea Beach,,,,,,Female,No,Solo,Monsoon,9551.0
706,9,Khoiyachora Waterfall,Karnaphuli River,Napittachora Waterfalls,,,,,,,,Male,No,Solo,Monsoon,12509.0
707,8,Abhay Mitra Ghat,Napittachora Waterfalls,Mohamaya Lake,Chandranath Hill and Temple,,,,,,,Male,Yes,Couple,Winter,8709.6
708,1,Naval Beach,Khoiyachora Waterfall,,,,,,,,,Male,No,Family,Autumn,7053.0
709,8,Foy's Lake,Bhatiari,Naval Beach,Chandranath Hill and Temple,Abhay Mitra Ghat,Guliakhali Sea Beach,Khoiyachora Waterfall,Chittagong Circuit House,,,Male,No,Friends,Monsoon,10584.0
710,1,Mohamaya Lake,Guliakhali Sea Beach,,,,,,,,,Female,Yes,Family,Autumn,15951.0
711,6,Khoiyachora Waterfall,Bashbaria Sea Beach,Mohamaya Lake,Chandranath Hill and Temple,Guliakhali Sea Beach,Foy's Lake,Patenga Sea Beach,Abhay Mitra Ghat,Chittagong Circuit House,Naval Beach,Female,Yes,Solo,Winter,17193.0
712,4,Naval Beach,Bashbaria Sea Beach,Abhay Mitra Ghat,Patenga Sea Beach,,,,,,,Female,Yes,Friends,Summer,19525.0
713,9,Napittachora Waterfalls,Khoiyachora Waterfall,Foy's Lake,Guliakhali Sea Beach,Bashbaria Sea Beach,Chittagong Circuit House,Karnaphuli River,Naval Beach,Patenga Sea Beach,,Male,No,Couple,Monsoon,16968.0
714,4,Guliakhali Sea Beach,Chittagong Circuit House,Patenga Sea Beach,Khoiyachora Waterfall,Bhatiari,Napittachora Waterfalls,,,,,Male,Yes,Couple,Summer,9615.6
715,8,Khoiyachora Waterfall,Chittagong Circuit House,Patenga Sea Beach,Abhay Mitra Ghat,Chandranath Hill and Temple,Foy's Lake,Naval Beach,Napittachora Waterfalls,,,Male,No,Couple,Winter,14156.4
716,2,Mohamaya Lake,Napittachora Waterfalls,Chandranath Hill and Temple,Karnaphuli River,Bhatiari,Patenga Sea Beach,Bashbaria Sea Beach,Naval Beach,Abhay Mitra Ghat,,Male,Yes,Family,Autumn,16374.0
717,1,Bhatiari,Chittagong Circuit House,Chandranath Hill and Temple,Naval Beach,Mohamaya Lake,,,,,,Male,No,Couple,Summer,14068.8
718,4,Bhatiari,Khoiyachora Waterfall,Chandranath Hill and Temple,Naval Beach,Guliakhali Sea Beach,,,,,,Female,No,Couple,Winter,8872.8
719,7,Karnaphuli River,,,,,,,,,,Female,Yes,Couple,Monsoon,14805.599999999999
720,2,Chittagong Circuit House,Patenga Sea Beach,Guliakhali Sea Beach,Bashbaria Sea Beach,Chandranath Hill and Temple,Napittachora Waterfalls,Abhay Mitra Ghat,Bhatiari,Naval Beach,Khoiyachora Waterfall,Female,Yes,Friends,Summer,17265.0
721,2,Mohamaya Lake,Chittagong Circuit House,Patenga Sea Beach,Karnaphuli River,Bhatiari,Napittachora Waterfalls,,,,,Male,No,Couple,Winter,15206.4
722,9,Naval Beach,Foy's Lake,Chandranath Hill and Temple,Abhay Mitra Ghat,,,,,,,Male,No,Couple,Autumn,20000.0
723,6,Napittachora Waterfalls,Guliakhali Sea Beach,Bashbaria Sea Beach,Bhatiari,Abhay Mitra Ghat,Chittagong Circuit House,Khoiyachora Waterfall,Patenga Sea Beach,,,Female,Yes,Family,Winter,8146.5
724,5,Chittagong Circuit House,Abhay Mitra Ghat,Bhatiari,Karnaphuli River,,,,,,,Male,No,Family,Autumn,14038.5
725,10,Khoiyachora Waterfall,Napittachora Waterfalls,Guliakhali Sea Beach,Karnaphuli River,Foy's Lake,,,,,,Male,No,Couple,Winter,4176.0
726,1,Foy's Lake,,,,,,,,,,Male,Yes,Family,Autumn,18010.5
727,10,Karnaphuli River,Chandranath Hill and Temple,Chittagong Circuit House,Mohamaya Lake,Guliakhali Sea Beach,Khoiyachora Waterfall,Foy's Lake,Bashbaria Sea Beach,Napittachora Waterfalls,,Male,No,Friends,Monsoon,16263.0
728,3,Bashbaria Sea Beach,Bhatiari,Karnaphuli River,Patenga Sea Beach,Abhay Mitra Ghat,Chittagong Circuit House,Mohamaya Lake,Foy's Lake,,,Male,Yes,Family,Winter,17476.5
729,6,Abhay Mitra Ghat,Guliakhali Sea Beach,Mohamaya Lake,Napittachora Waterfalls,Bashbaria Sea Beach,Bhatiari,Chittagong Circuit House,Khoiyachora Waterfall,Chandranath Hill and Temple,Naval Beach,Male,No,Solo,Autumn,9139.0
730,1,Bashbaria Sea Beach,Guliakhali Sea Beach,Patenga Sea Beach,Bhatiari,Naval Beach,,,,,,Female,No,Couple,Summer,6801.599999999999
731,3,Karnaphuli River,Chandranath Hill and Temple,,,,,,,,,Male,No,Friends,Monsoon,15055.0
732,7,Foy's Lake,Karnaphuli River,Khoiyachora Waterfall,Napittachora Waterfalls,Chandranath Hill and Temple,Naval Beach,Chittagong Circuit House,,,,Male,Yes,Solo,Summer,18338.0
733,1,Bhatiari,Chandranath Hill and Temple,Khoiyachora Waterfall,Napittachora Waterfalls,Chittagong Circuit House,Patenga Sea Beach,Naval Beach,,,,Female,No,Solo,Summer,16517.0
734,1,Khoiyachora Waterfall,Patenga Sea Beach,,,,,,,,,Female,Yes,Friends,Autumn,8195.0
735,3,Guliakhali Sea Beach,Chittagong Circuit House,Chandranath Hill and Temple,Foy's Lake,Bhatiari,Napittachora Waterfalls,Khoiyachora Waterfall,,,,Male,Yes,Family,Summer,17700.0
736,8,Chittagong Circuit House,Mohamaya Lake,Guliakhali Sea Beach,Patenga Sea Beach,Foy's Lake,Naval Beach,Napittachora Waterfalls,,,,Male,No,Family,Summer,12778.5
737,1,Abhay Mitra Ghat,Chittagong Circuit House,Naval Beach,Patenga Sea Beach,Guliakhali Sea Beach,,,,,,Female,Yes,Couple,Autumn,15622.8
738,3,Khoiyachora Waterfall,Napittachora Waterfalls,Bhatiari,Mohamaya Lake,Foy's Lake,Patenga Sea Beach,Naval Beach,Abhay Mitra Ghat,Chittagong Circuit House,Bashbaria Sea Beach,Female,Yes,Friends,Winter,8827.0
739,10,Bashbaria Sea Beach,Abhay Mitra Ghat,Patenga Sea Beach,Chandranath Hill and Temple,Khoiyachora Waterfall,Napittachora Waterfalls,,,,,Male,No,Couple,Winter,14631.6
740,9,Mohamaya Lake,Chittagong Circuit House,Patenga Sea Beach,Naval Beach,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,,Female,No,Solo,Monsoon,11852.0
741,6,Bhatiari,Karnaphuli River,Abhay Mitra Ghat,Mohamaya Lake,Napittachora Waterfalls,Naval Beach,Chandranath Hill and Temple,Chittagong Circuit House,Khoiyachora Waterfall,,Male,No,Couple,Summer,16522.8
742,4,Karnaphuli River,Khoiyachora Waterfall,Napittachora Waterfalls,Foy's Lake,Abhay Mitra Ghat,Mohamaya Lake,Guliakhali Sea Beach,Bhatiari,Bashbaria Sea Beach,,Female,No,Couple,Winter,5856.0
743,2,Bashbaria Sea Beach,,,,,,,,,,Male,No,Solo,Summer,7478.0
744,1,Mohamaya Lake,Karnaphuli River,Naval Beach,Chandranath Hill and Temple,,,,,,,Male,Yes,Solo,Monsoon,3513.0
745,6,Mohamaya Lake,Chandranath Hill and Temple,Foy's Lake,Khoiyachora Waterfall,Bashbaria Sea Beach,Napittachora Waterfalls,Abhay Mitra Ghat,Chittagong Circuit House,Naval Beach,Guliakhali Sea Beach,Female,No,Solo,Winter,9521.0
746,10,Abhay Mitra Ghat,Bhatiari,Karnaphuli River,Chittagong Circuit House,Naval Beach,Guliakhali Sea Beach,,,,,Female,No,Family,Summer,20000.0
747,6,Napittachora Waterfalls,Abhay Mitra Ghat,Foy's Lake,Mohamaya Lake,Bashbaria Sea Beach,Khoiyachora Waterfall,Patenga Sea Beach,,,,Male,Yes,Family,Autumn,20000.0
748,7,Naval Beach,Chandranath Hill and Temple,Karnaphuli River,Mohamaya Lake,Foy's Lake,Patenga Sea Beach,Bashbaria Sea Beach,Khoiyachora Waterfall,Abhay Mitra Ghat,Chittagong Circuit House,Male,Yes,Friends,Summer,16369.0
749,9,Karnaphuli River,Naval Beach,,,,,,,,,Female,Yes,Friends,Summer,9495.0
750,5,Napittachora Waterfalls,Bashbaria Sea Beach,Foy's Lake,Chittagong Circuit House,Karnaphuli River,Khoiyachora Waterfall,,,,,Male,No,Friends,Monsoon,19443.0
751,7,Abhay Mitra Ghat,Chandranath Hill and Temple,Khoiyachora Waterfall,Foy's Lake,Patenga Sea Beach,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,Female,No,Couple,Monsoon,16274.4
752,2,Abhay Mitra Ghat,Bashbaria Sea Beach,Naval Beach,Napittachora Waterfalls,Khoiyachora Waterfall,Chittagong Circuit House,Patenga Sea Beach,Guliakhali Sea Beach,,,Female,Yes,Solo,Winter,8333.0
753,3,Khoiyachora Waterfall,Napittachora Waterfalls,Naval Beach,Chandranath Hill and Temple,Mohamaya Lake,Chittagong Circuit House,Bashbaria Sea Beach,Karnaphuli River,,,Female,No,Family,Monsoon,20000.0
754,6,Naval Beach,Khoiyachora Waterfall,Foy's Lake,Napittachora Waterfalls,Mohamaya Lake,Bashbaria Sea Beach,,,,,Male,No,Family,Summer,16513.5
755,8,Guliakhali Sea Beach,Naval Beach,Abhay Mitra Ghat,Chandranath Hill and Temple,Bhatiari,Bashbaria Sea Beach,Napittachora Waterfalls,Chittagong Circuit House,Mohamaya Lake,Khoiyachora Waterfall,Male,No,Family,Winter,18114.0
